"Neighborhood","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","Heating","HeatingQC","CentralAir","Electrical","X2ndFlrSF","LowQualFinSF","BedroomAbvGr","KitchenAbvGr","KitchenQual","Functional","Fireplaces","FireplaceQu","GarageType","GarageFinish","GarageCars","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","YrSold","SaleType","SaleCondition","SalePrice","PercOfWhiteCollar","MedianIncome","CollegeDegree","Remod","Age","isnew","TotalSqFeet","TotBathrooms","TotalPorchSF"
"CollgCr","1-STORY 1946+","RL",105,11249,"Pave","None",1,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,5,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,3,"PConc",4,4,1,5,334,4,544,322,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,0,26,0,0,0,0,0,"None","None",0,2007,"WD","Normal",177500,0.91,39359,0.91,0,12,0,2400,3,26
"Gilbert","1-STORY 1946+","RL",65,9248,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,6,1992,"Gable","CompShg","HdBoard","HdBoard","BrkFace",106,2,"PConc",4,3,1,6,560,1,0,598,"GasA",3,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,120,26,0,0,0,0,0,"None","None",0,2009,"WD","Normal",173000,0.55,82976,0.75,0,17,0,2325,3,26
"MeadowV","1-STORY PUD 1946+","RM",44,4224,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",5,5,1976,"Gable","CompShg","CemntBd","CmentBd","None",0,2,"PConc",4,3,1,5,874,1,0,268,"GasA",2,1,"SBrkr",0,0,3,1,2,7,1,1,"Attchd",3,2,3,3,2,536,90,0,0,0,0,0,"MnPrv","None",0,2007,"WD","Normal",134000,0.82,32965,0.83,0,31,0,2284,2.5,90
"ClearCr","SPLIT OR MULTI-LEVEL","RL",92,6930,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",5,4,1958,"Hip","CompShg","Wd Sdng","ImStucc","BrkFace",120,2,"CBlock",3,3,3,4,300,3,294,468,"GasA",4,1,"FuseF",0,0,3,1,3,5,0,0,"BuiltIn",1,1,3,3,2,168,0,294,0,0,0,0,"None","None",0,2006,"WD","Abnorml",130000,0.89,86452,0.82,0,48,0,2414,1.5,294
"NoRidge","2-STORY+","RL",78,12011,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","2Story",8,5,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",530,2,"PConc",4,3,3,6,956,1,0,130,"GasA",4,1,"SBrkr",838,0,3,1,3,7,1,3,"Attchd",2,2,3,3,2,208,75,0,0,374,0,0,"None","None",0,2006,"WD","Normal",280000,0.85,121583,0.89,0,8,0,3010,3.5,449
"Mitchel","SPLIT FOYER","RL",73,7540,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","SFoyer",6,6,1978,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"CBlock",4,3,3,6,773,1,0,115,"GasA",4,1,"SBrkr",0,0,2,1,2,7,1,3,"Attchd",2,2,3,3,2,0,0,0,0,192,0,0,"MnPrv","None",0,2007,"WD","Normal",156000,0.75,73557,0.62,0,29,0,1800,2,192
"BrkSide","1/2 STORY Fin","RL",52,9144,"Pave","Pave",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",5,5,1940,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,3,399,1,0,484,"GasA",3,1,"SBrkr",517,0,3,1,2,7,0,0,"Detchd",1,1,3,3,0,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",145000,0.74,46530,0.72,1,26,0,2388,2,0
"Edwards","SPLIT FOYER","RL",64,7301,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","SFoyer",7,5,2003,"Gable","CompShg","HdBoard","HdBoard","BrkFace",500,2,"Slab",0,0,0,0,0,0,0,0,"GasA",4,1,"SBrkr",1427,0,4,1,3,7,1,5,"BuiltIn",2,2,3,3,2,0,0,177,0,0,0,0,"None","None",0,2009,"ConLD","Normal",198500,0.61,46530,0.63,0,6,0,1922,3,177
"BrDale","2-STORY PUD 1946+","RM",21,1680,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","Twnhs","2Story",6,8,1972,"Gable","CompShg","HdBoard","HdBoard","BrkFace",510,2,"CBlock",3,3,1,5,162,1,0,321,"GasA",3,1,"SBrkr",504,0,2,1,3,7,0,0,"Detchd",1,1,3,3,2,250,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",118000,0.82,33258,0.63,1,2,0,1470,1.5,0
"NWAmes","2-STORY+","RL",80,18800,"Pave","None",2,"Lvl","FR2",2,"Norm","Norm","1Fam","2Story",6,5,1976,"Gable","CompShg","HdBoard","HdBoard","BrkFace",120,2,"PConc",4,3,2,6,712,1,0,84,"GasA",2,1,"SBrkr",784,0,3,1,2,7,1,3,"Attchd",3,2,3,3,2,306,111,0,0,0,0,0,"None","None",0,2006,"WD","Normal",190000,0.89,87636,0.86,0,30,0,2370,3.5,111
"IDOTRR","2-STORY 1945-","RM",59,10690,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",5,7,1920,"Hip","CompShg","VinylSd","VinylSd","None",0,3,"CBlock",3,2,1,3,456,1,0,216,"GasA",3,1,"FuseA",672,0,3,1,2,7,0,0,"Detchd",1,1,3,2,2,0,128,218,0,0,0,0,"None","None",0,2009,"WD","Normal",147000,0.62,39678,0.68,1,12,0,2016,1,346
"NAmes","1-STORY 1946+","RL",73,9500,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",6,5,1963,"Gable","CompShg","Plywood","Plywood","BrkFace",247,2,"CBlock",4,3,1,4,609,1,0,785,"GasA",3,1,"SBrkr",0,0,3,1,2,7,2,4,"Attchd",2,2,3,3,2,0,76,0,0,185,0,0,"None","None",0,2009,"WD","Normal",159000,0.75,47499,0.75,0,46,0,2788,2.5,261
"NAmes","SPLIT OR MULTI-LEVEL","RL",101,9150,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","SLvl",6,5,1962,"Gable","Tar&Grv","Plywood","Plywood","BrkFace",305,2,"CBlock",4,3,4,6,371,1,0,728,"GasA",3,1,"SBrkr",0,0,3,1,2,7,1,4,"Basment",2,1,3,3,2,64,110,0,0,0,0,0,"None","None",0,2008,"WD","Normal",165000,0.75,47499,0.75,0,46,0,2530,1.5,110
"NAmes","1-STORY 1946+","RL",78,7800,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1954,"Gable","CompShg","HdBoard","HdBoard","BrkFace",200,2,"PConc",3,3,1,2,540,1,0,728,"GasA",3,1,"SBrkr",0,0,2,1,2,7,1,4,"Attchd",3,1,3,3,2,0,98,0,0,0,0,0,"None","None",0,2010,"WD","Normal",132000,0.75,47499,0.75,0,56,0,2536,1,98
"NAmes","1-STORY 1946+","RL",73,9830,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",5,7,1959,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,"CBlock",3,3,1,5,72,3,258,733,"GasA",4,1,"SBrkr",0,0,3,1,3,7,1,4,"Detchd",3,2,3,3,2,364,17,0,0,182,0,0,"None","None",0,2010,"WD","Normal",162000,0.75,47499,0.75,1,4,0,2350,2,199
"Gilbert","2-STORY+","RL",65,8121,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,2000,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,953,"GasA",4,1,"SBrkr",711,0,3,1,2,7,1,3,"Attchd",2,2,3,3,2,100,40,0,0,0,0,0,"None","None",0,2006,"WD","Normal",172400,0.55,82976,0.75,0,6,0,2617,2.5,40
"ClearCr","1/2 STORY Fin","RL",80,17120,"Pave","None",2,"Lvl","Inside",2,"Feedr","Norm","1Fam","1.5Fin",4,4,1959,"Gable","CompShg","WdShing","Plywood","None",0,2,"CBlock",0,0,0,0,0,0,0,0,"GasA",2,1,"SBrkr",468,0,4,1,2,5,1,4,"Detchd",3,2,3,3,0,0,59,0,0,0,0,0,"None","None",0,2008,"WD","Normal",134432,0.89,86452,0.82,0,49,0,1588,2,59
"SawyerW","1-STORY PUD 1946+","RL",50,7175,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",6,5,1984,"Gable","CompShg","Plywood","Plywood","None",0,2,"CBlock",4,3,1,5,623,2,121,0,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Attchd",1,1,3,3,2,353,0,0,0,90,0,0,"MnPrv","None",0,2010,"WD","Normal",125000,0.64,68542,0.73,0,26,0,1496,2,90
"NAmes","1-STORY 1946+","RL",79,10634,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1953,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",3,3,1,4,428,2,180,0,"GasA",2,1,"SBrkr",0,0,3,1,2,5,0,0,"Attchd",1,1,3,3,2,66,0,0,0,0,0,0,"GdWo","None",0,2009,"WD","Normal",123000,0.75,47499,0.75,0,56,0,1927,2,0
"CollgCr","2-STORY+","RL",65,8200,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2003,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,1,1,0,1,0,847,"GasA",4,1,"SBrkr",1081,0,4,1,3,7,1,4,"BuiltIn",3,2,3,3,2,100,48,0,0,0,0,0,"None","None",0,2007,"WD","Normal",219500,0.91,39359,0.91,1,3,0,2775,2.5,48
"Edwards","1-STORY 1945-","RL",64,10020,"Pave","None",2,"Low","Inside",0,"Norm","Norm","1Fam","1Story",1,1,1922,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,1,"BrkTil",2,1,4,4,350,1,0,333,"GasA",3,0,"FuseA",0,0,1,1,1,3,0,0,"None",0,0,0,0,2,0,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",61000,0.61,46530,0.63,1,59,0,1587,1.5,0
"CollgCr","SPLIT FOYER","RL",57,8846,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","SFoyer",5,5,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,3,6,298,1,0,572,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",148000,0.91,39359,0.91,0,10,0,1784,1,0
"Somerst","2-STORY+","FV",102,11143,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",8,5,2004,"Gable","CompShg","CemntBd","CmentBd","None",0,2,"PConc",4,3,1,1,0,1,0,1580,"GasA",4,1,"SBrkr",886,0,4,1,3,7,1,4,"Attchd",2,2,3,3,2,159,214,0,0,0,0,0,"None","None",0,2007,"WD","Normal",340000,0.75,95487,0.75,1,2,0,4046,3,214
"StoneBr","1-STORY 1946+","RL",88,11394,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",9,2,2010,"Hip","CompShg","VinylSd","VinylSd","Stone",350,2,"PConc",5,3,3,6,1445,1,0,411,"GasA",4,1,"SBrkr",0,0,1,1,4,7,1,5,"Attchd",3,3,3,3,2,113,0,0,0,0,0,0,"None","None",0,2010,"New","Partial",394432,0.75,105583,0.75,0,0,1,3712,2.5,0
"Gilbert","2-STORY+","RL",60,8123,"Pave","None",2,"Lvl","Inside",2,"RRAn","Norm","1Fam","2Story",6,5,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,2,"PConc",4,3,1,1,0,1,0,982,"GasA",4,1,"SBrkr",793,0,3,1,2,7,1,3,"Attchd",3,2,3,3,2,100,63,0,0,0,0,0,"None","None",0,2009,"WD","Normal",179000,0.55,82976,0.75,0,9,0,2782,2.5,63
"SWISU","1/2 STORY Fin","RL",50,5000,"Pave","Pave",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",5,6,1924,"Gable","CompShg","BrkFace","Wd Sdng","None",0,2,"BrkTil",3,3,1,2,218,1,0,808,"GasA",2,1,"SBrkr",665,0,3,1,3,7,1,4,"Detchd",1,1,3,3,2,0,0,242,0,0,0,0,"None","None",0,2010,"WD","Normal",127000,1,51183,0.83,1,60,0,2717,2,242
"Somerst","1-STORY 1946+","FV",60,7200,"Pave","Pave",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,4,1,1,0,1,0,1293,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,4,"Attchd",2,2,3,3,2,216,121,0,0,0,0,0,"None","None",0,2006,"New","Partial",187750,0.75,95487,0.75,0,0,1,2594,3,121
"CollgCr","2-STORY+","RL",79,9245,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,3,1,0,1,0,939,"GasA",4,1,"SBrkr",858,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,144,53,0,0,0,0,0,"None","None",0,2007,"WD","Normal",213500,0.91,39359,0.91,0,1,0,2736,2.5,53
"SawyerW","1/2 STORY Unf Attic","RH",60,9000,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1.5Unf",6,3,1928,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"BrkTil",2,2,1,1,0,1,0,784,"GasA",2,0,"FuseA",0,0,2,1,2,7,0,0,"Detchd",1,2,2,2,0,0,0,91,0,0,0,0,"None","None",0,2009,"WD","Normal",76000,0.64,68542,0.73,1,59,0,1568,1,91
"ClearCr","2-STORY+","RL",80,53107,"Pave","None",1,"Low","Corner",1,"Feedr","Norm","1Fam","2Story",6,5,1992,"Gable","CompShg","HdBoard","HdBoard","None",0,2,"PConc",4,3,3,6,985,1,0,595,"GasA",4,1,"SBrkr",874,0,3,1,3,7,2,2,"Attchd",3,2,3,3,2,216,231,0,0,0,0,0,"None","None",0,2007,"WD","Normal",240000,0.89,86452,0.82,0,15,0,3533,3.5,231
"Blmngtn","1-STORY PUD 1946+","RL",43,3182,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",8,5,2004,"Gable","CompShg","VinylSd","VinylSd","BrkFace",16,2,"PConc",4,3,1,6,24,1,0,1232,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,3,"Attchd",3,2,3,3,2,146,20,0,0,144,0,0,"None","None",0,2010,"WD","Normal",192000,0.75,77726,0.88,1,5,0,2525,2,164
"Edwards","1/2 STORY Fin","RL",58,8410,"Pave","None",2,"Lvl","FR2",2,"Feedr","Norm","1Fam","1.5Fin",5,3,1910,"Gambrel","CompShg","Wd Sdng","VinylSd","None",0,1,"PConc",3,3,1,1,0,1,0,658,"GasA",2,1,"SBrkr",526,0,5,1,2,7,0,0,"None",0,0,0,0,0,0,151,0,0,0,0,0,"None","None",0,2006,"WD","AdjLand",81000,0.61,46530,0.63,1,10,0,1842,1,151
"Edwards","SPLIT OR MULTI-LEVEL","RL",72,7200,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","SLvl",6,6,1976,"Hip","CompShg","MetalSd","MetalSd","BrkFace",255,2,"CBlock",3,3,3,5,631,1,0,410,"GasA",4,1,"SBrkr",0,0,3,1,2,7,1,2,"Detchd",1,1,3,3,2,296,0,0,0,0,0,0,"GdWo","None",0,2009,"WD","Abnorml",125000,0.61,46530,0.63,0,33,0,2166,2,0
"CollgCr","1-STORY 1946+","RL",93,9382,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","1Story",7,5,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",125,2,"PConc",4,3,1,1,0,1,0,1468,"GasA",4,1,"SBrkr",0,0,3,1,3,7,0,0,"Attchd",2,2,3,3,2,120,25,0,0,0,0,0,"None","None",0,2008,"WD","Normal",191000,0.91,39359,0.91,1,8,0,2947,2,25
"NridgHt","2-STORY+","RL",96,12474,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",10,5,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",272,2,"PConc",5,3,3,6,1280,1,0,402,"GasA",4,1,"SBrkr",590,0,3,1,4,7,1,5,"BuiltIn",3,3,3,3,2,196,134,0,0,0,0,0,"None","None",0,2008,"New","Partial",426000,0.75,105583,0.89,1,0,0,4014,3.5,134
"Edwards","1/2 STORY Fin","RL",50,8405,"Pave","Grvl",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",5,8,1900,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"BrkTil",3,4,1,3,241,4,391,229,"GasA",4,1,"SBrkr",406,0,4,1,2,7,0,0,"Detchd",1,1,3,3,2,0,130,112,0,0,0,0,"MnPrv","None",0,2008,"WD","Normal",119000,0.61,46530,0.63,1,58,0,2228,2,242
"Mitchel","2-STORY+","RL",71,12209,"Pave","None",2,"Lvl","CulDSac",2,"Norm","Norm","1Fam","2Story",6,5,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",5,3,1,5,690,1,0,114,"GasA",4,1,"SBrkr",1157,0,3,1,3,7,1,3,"BuiltIn",3,2,3,3,2,125,192,0,0,0,0,0,"None","None",0,2009,"WD","Normal",215000,0.75,73557,0.62,1,7,0,2765,3.5,192
"NAmes","1-STORY 1946+","RL",73,8339,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,7,1959,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"Slab",0,0,0,0,0,0,0,0,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",2,1,3,3,2,0,0,0,0,0,0,0,"MnPrv","Shed",1200,2007,"WD","Normal",106500,0.75,47499,0.75,0,48,0,882,1,0
"BrkSide","1-STORY 1945-","RL",52,7446,"Pave","None",2,"Lvl","Corner",2,"Feedr","Norm","1Fam","1Story",4,5,1941,"Gable","CompShg","WdShing","Wd Shng","None",0,2,"CBlock",3,3,1,3,266,1,0,522,"GasA",2,1,"FuseA",0,0,2,1,2,7,2,3,"None",0,0,0,0,2,0,0,0,0,0,0,0,"GdWo","None",0,2006,"WD","Abnorml",100000,0.74,46530,0.72,1,56,0,1576,1,0
"OldTown","1/2 STORY Fin","RL",60,10134,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",5,6,1940,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,1,1,0,1,0,735,"GasA",3,1,"FuseA",299,0,2,1,2,7,0,0,"Detchd",1,1,3,3,2,0,39,0,0,0,0,0,"None","None",0,2007,"WD","Normal",109000,0.84,41223,0.85,1,57,0,1769,1,39
"Edwards","1-STORY 1946+","RL",68,9571,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,6,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,3,4,739,1,0,405,"GasA",2,1,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",1,1,3,3,2,44,0,0,0,0,0,0,"None","None",0,2010,"WD","Normal",129000,0.61,46530,0.63,0,54,0,2288,2,0
"CollgCr","1-STORY 1946+","RL",60,7200,"Pave","None",2,"Low","Inside",2,"Norm","Norm","1Fam","1Story",5,5,1972,"Hip","CompShg","MetalSd","MetalSd","None",0,2,"CBlock",3,3,3,3,777,1,0,117,"GasA",2,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",2,2,3,3,2,215,0,0,0,0,0,0,"None","None",0,2009,"WD","Normal",123000,0.91,39359,0.91,0,37,0,1788,1,0
"NAmes","2-STORY+","RL",69,7590,"Pave","None",2,"Lvl","Inside",2,"PosN","Norm","1Fam","2Story",5,5,1962,"Gable","CompShg","VinylSd","VinylSd","BrkFace",288,2,"CBlock",3,3,1,5,540,1,0,324,"GasA",2,1,"SBrkr",936,0,4,1,2,7,1,3,"Attchd",2,1,3,3,2,0,168,0,0,0,0,0,"None","None",0,2007,"WD","Normal",169500,0.75,47499,0.75,0,45,0,2676,2,168
"IDOTRR","1-STORY 1945-","RM",60,8967,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","1Story",5,2,1920,"Gable","CompShg","MetalSd","MetalSd","None",0,1,"BrkTil",2,1,1,1,0,1,0,961,"GasA",3,1,"Mix",0,0,2,1,2,2,0,0,"Detchd",1,1,1,1,0,0,0,0,0,0,0,0,"None","None",0,2007,"WD","Abnorml",67000,0.62,39678,0.68,1,57,0,2038,1,0
"Somerst","2-STORY+","FV",65,8125,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",7,5,2006,"Gable","CompShg","CemntBd","CmentBd","Stone",100,2,"PConc",4,3,1,6,812,1,0,280,"GasA",4,1,"SBrkr",438,0,2,1,3,7,0,0,"Attchd",3,2,3,3,2,0,168,0,0,0,0,0,"None","None",0,2009,"WD","Normal",241000,0.75,95487,0.75,1,2,0,2642,3,168
"Veenker","1-STORY PUD 1946+","RL",38,14963,"Pave","None",1,"Lvl","Inside",2,"Norm","Norm","TwnhsE","1Story",8,5,1996,"Gable","CompShg","BrkFace","BrkFace","None",0,2,"PConc",4,3,1,6,786,1,0,474,"GasA",4,1,"SBrkr",0,0,1,1,4,7,2,4,"Attchd",3,2,3,3,2,120,30,0,0,224,0,0,"None","None",0,2008,"WD","Normal",245500,0.75,85268,0.81,0,12,0,2548,2.5,254
"CollgCr","1-STORY 1946+","RL",65,8767,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,2,"PConc",4,3,3,6,24,1,0,1286,"GasA",4,1,"SBrkr",0,0,3,1,3,7,1,4,"Attchd",3,2,3,3,2,0,0,0,0,0,0,0,"None","None",0,2006,"New","Partial",164990,0.91,39359,0.91,0,1,0,2620,2,0
"Sawyer","1-STORY 1945-","RL",60,10200,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,8,1940,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,2,"PConc",3,3,1,1,0,1,0,672,"GasA",4,1,"SBrkr",0,0,2,1,2,7,0,0,"Detchd",1,1,3,3,0,168,0,0,0,0,0,0,"GdPrv","None",0,2008,"WD","Normal",108000,0.64,54928,0.87,1,11,0,1344,1,0
"NoRidge","2-STORY+","RL",93,12090,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",8,5,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",650,2,"PConc",4,3,1,1,0,1,0,1141,"GasA",3,1,"SBrkr",1098,0,4,1,3,7,1,3,"BuiltIn",3,2,3,3,2,144,123,0,0,0,0,0,"None","None",0,2006,"WD","Abnorml",258000,0.85,121583,0.89,0,8,0,3404,2.5,123
"Gilbert","2-STORY+","RL",65,10364,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,5,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"PConc",4,3,1,1,0,1,0,806,"GasA",3,1,"SBrkr",766,0,3,1,2,7,1,3,"BuiltIn",3,2,3,3,2,0,40,0,0,0,0,0,"None","None",0,2007,"WD","Normal",168000,0.55,82976,0.75,1,11,0,2378,2.5,40
"Sawyer","1-STORY 1946+","RL",71,9991,"Pave","None",2,"Lvl","Corner",2,"Feedr","Norm","1Fam","1Story",4,4,1976,"Gable","CompShg","Plywood","Plywood","None",0,2,"CBlock",3,3,1,4,1116,1,0,165,"GasA",4,1,"SBrkr",0,0,3,1,2,6,1,3,"Attchd",1,2,3,3,2,120,78,0,0,0,0,0,"GdWo","None",0,2009,"WD","Normal",150000,0.64,54928,0.87,1,16,0,2901,3,78
"SWISU","1/2 STORY Fin","RL",51,10480,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1.5Fin",6,5,1936,"Gable","CompShg","MetalSd","MetalSd","None",0,2,"BrkTil",3,3,1,1,0,1,0,1064,"GasA",4,1,"FuseA",0,473,3,1,2,2,0,0,"Detchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2008,"WD","Normal",115000,1,51183,0.83,1,58,0,2703,1,0
"Crawfor","2-STORY 1945-","RL",63,15576,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",6,7,1915,"Gable","CompShg","Wd Sdng","Plywood","None",0,2,"BrkTil",4,3,1,1,0,1,0,840,"GasA",4,1,"SBrkr",840,0,4,1,2,7,0,0,"Attchd",1,1,3,3,2,0,0,160,0,0,0,0,"None","None",0,2008,"WD","Normal",177000,0.85,86452,0.84,1,32,0,2520,2,160
"NridgHt","2-STORY+","RL",109,14154,"Pave","None",2,"Lvl","Corner",2,"Norm","Norm","1Fam","2Story",7,5,2006,"Gable","CompShg","VinylSd","VinylSd","BrkFace",350,2,"PConc",5,4,1,1,0,1,0,1063,"GasA",4,1,"SBrkr",1101,0,3,1,3,7,1,4,"Attchd",2,3,3,3,2,192,62,0,0,0,0,0,"None","None",0,2007,"New","Partial",280000,0.75,105583,0.89,0,1,0,3235,2.5,62
"Somerst","2-STORY+","FV",85,10800,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","2Story",8,5,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",100,2,"PConc",5,3,1,6,789,1,0,245,"GasA",4,1,"SBrkr",1028,0,3,1,4,7,1,4,"Attchd",3,3,3,3,2,0,102,0,0,0,0,0,"None","None",0,2008,"New","Partial",339750,0.75,95487,0.75,1,0,0,3112,3.5,102
"Edwards","1-STORY 1946+","RL",68,9571,"Pave","None",2,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",5,3,1958,"Gable","CompShg","BrkComm","Brk Cmn","None",0,1,"CBlock",3,2,1,1,0,1,0,1276,"GasA",2,1,"FuseA",0,0,3,1,2,4,0,0,"Attchd",1,1,3,3,2,0,0,0,0,0,0,0,"None","None",0,2009,"COD","Abnorml",60000,0.61,46530,0.63,0,51,0,2552,1,0
"Gilbert","190","RL",100,34650,"Pave","None",2,"Bnk","Inside",2,"Norm","Norm","2fmCon","1Story",5,5,1955,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,2,"CBlock",3,3,2,3,1056,1,0,0,"GasA",2,0,"SBrkr",0,0,3,1,2,7,0,0,"Attchd",3,2,3,3,2,264,0,0,0,0,0,0,"None","None",0,2006,"WD","Normal",145000,0.55,82976,0.75,0,51,0,2112,2,0
"Somerst","1-STORY 1946+","FV",73,4403,"Pave","None",1,"Lvl","Inside",2,"Norm","Norm","1Fam","1Story",7,5,2009,"Gable","CompShg","MetalSd","MetalSd","Stone",432,2,"PConc",5,3,3,6,578,1,0,892,"GasA",4,1,"SBrkr",0,0,2,1,3,7,1,4,"Attchd",3,2,3,3,2,0,144,0,0,0,0,0,"None","None",0,2010,"New","Partial",222000,0.75,95487,0.75,0,1,0,2948,3.5,144
